name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
Mississippi,MS,36.0,17.0,0.0,0.0,677.0,77.0,0.0,0.0,2020-09-29,2020.0,9.0,South,496,15240,518,158439,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,5.0,0.0,0.0,0.0,393.0,203.0,0.0,0.0,2020-10-27,2020.0,10.0,South,365,21970,732,179589,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,0.0,0.0,0.0,0.0,201.0,98.0,0.0,0.0,2020-11-30,2020.0,11.0,South,473,33110,910,196524,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,109.0,74.0,0.0,0.0,854.0,419.0,0.0,0.0,2020-12-28,2020.0,12.0,South,980,62541,659,162970,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,0.0,1.0,0.0,0.0,176.0,68.0,0.0,12.0,2021-01-27,2021.0,1.0,South,1258,59190,502,196032,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Missouri,MO,0.0,13.0,0.0,0.0,175.0,29.0,0.0,1.0,2020-04-29,2020.0,4.0,Midwest,315,6235,0,64881,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,0.0,14.0,0.0,0.0,1421.0,15.0,0.0,0.0,2020-05-27,2020.0,5.0,Midwest,443,5585,0,99580,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,10763.0,41.0,3.0,0.0,10714.0,114.0,11.0,0.0,2020-06-30,2020.0,6.0,Midwest,243,8404,0,240564,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,0.0,57.0,45.0,0.0,7163.0,361.0,150.0,0.0,2020-07-28,2020.0,7.0,Midwest,228,28772,0,471477,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,0.0,207.0,94.0,0.0,6980.0,398.0,443.0,0.0,2020-08-25,2020.0,8.0,Midwest,287,34374,0,398436,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,0.0,316.0,264.0,0.0,1099.0,1125.0,683.0,0.0,2020-09-29,2020.0,9.0,Midwest,588,41416,0,553242,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,0.0,546.0,398.0,2.0,21697.0,1229.0,941.0,4.0,2020-10-27,2020.0,10.0,Midwest,906,57073,0,670181,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,588.0,715.0,832.0,2.0,10498.0,1342.0,1579.0,22.0,2020-11-24,2020.0,11.0,Midwest,805,116576,0,558827,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,249.0,343.0,501.0,1.0,4698.0,504.0,1075.0,13.0,2020-12-29,2020.0,12.0,Midwest,1690,92808,0,561861,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Missouri,MO,310.0,232.0,239.0,0.0,5770.0,217.0,356.0,2.0,2021-01-27,2021.0,1.0,Midwest,1229,66249,0,518554,25370.0,26153.0,110.0,121.0,29815.0,32401.0,94.0,98.0,30369.0,27255.0,3114.0,26044.0,23643.0,2401.0,28.0,23.0,23769.0,13.0,21.0,2.0,16.0,7.0,3.0,1.75,38.25,-92.5
Montana,MT,0.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,2020-04-29,2020.0,4.0,West,12,269,47,10029,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2020-05-27,2020.0,5.0,West,1,62,6,25884,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,171.0,0.0,0.0,0.0,669.0,1.0,0.0,0.0,2020-06-30,2020.0,6.0,West,5,452,34,51063,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,271.0,5.0,0.0,0.0,1201.0,10.0,0.0,0.0,2020-07-29,2020.0,7.0,West,38,2998,129,79109,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2020-08-27,2020.0,8.0,West,44,3456,206,80268,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,18.0,0.0,0.0,0.0,115.0,0.0,0.0,2020-09-25,2020.0,9.0,West,76,5650,281,92920,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,130.0,0.0,0.0,0.0,529.0,0.0,0.0,2020-10-26,2020.0,10.0,West,195,19730,633,155757,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,109.0,0.0,0.0,0.0,350.0,0.0,4.0,2020-11-30,2020.0,11.0,West,306,29397,1272,157106,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,-4.0,0.0,0.0,0.0,113.0,0.0,2.0,2020-12-30,2020.0,12.0,West,280,19357,946,135568,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Montana,MT,0.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,2021-01-26,2021.0,1.0,West,272,12394,677,162660,1930.0,2332.0,123.0,136.0,2436.0,3118.0,97.0,101.0,3765.0,3318.0,447.0,4723.0,4175.0,548.0,11.0,9.0,1669.0,1.0,5.0,1.0,1.0,6.0,2.0,2.04,47.0,-109.75
Nebraska,NE,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-28,2020.0,4.0,Midwest,65,3612,0,25125,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,9.0,0.0,0.0,0.0,7.0,0.0,0.0,2020-05-27,2020.0,5.0,Midwest,102,10121,0,92019,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,8.0,0.0,0.0,87.0,1.0,0.0,0.0,2020-06-23,2020.0,6.0,Midwest,99,5137,1330,101037,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,22.0,13.0,0.0,452.0,2.0,3.0,0.0,2020-07-31,2020.0,7.0,Midwest,59,6724,280,126235,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,40.0,37.0,0.0,16.0,1.0,0.0,0.0,2020-08-28,2020.0,8.0,Midwest,64,8280,384,128855,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,239.0,165.0,0.0,1147.0,199.0,125.0,1.0,2020-09-25,2020.0,9.0,Midwest,86,10998,321,142079,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,0.0,0.0,0.0,973.0,50.0,99.0,1.0,2020-10-23,2020.0,10.0,Midwest,168,24601,718,319771,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,0.0,0.0,0.0,1680.0,417.0,78.0,2.0,2020-11-27,2020.0,11.0,Midwest,343,56821,1244,416048,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,140.0,147.0,0.0,1217.0,196.0,465.0,2.0,2020-12-28,2020.0,12.0,Midwest,622,38831,943,389548,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nebraska,NE,,0.0,0.0,0.0,492.0,59.0,94.0,0.0,2021-01-22,2021.0,1.0,Midwest,309,25416,584,356404,2303.0,3115.0,152.0,140.0,3419.0,3419.0,103.0,0.0,5491.0,5061.0,430.0,5682.0,5254.0,428.0,9.0,9.0,870.0,6.0,8.0,1.0,3.0,2.0,0.0,1.14,41.5,-99.75
Nevada,NV,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,West,232,3885,0,37617,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,12.0,0.0,0.0,3386.0,5.0,0.0,0.0,2020-05-28,2020.0,5.0,West,175,3595,0,113253,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,1989.0,17.0,8.0,0.0,8943.0,10.0,15.0,0.0,2020-06-30,2020.0,6.0,West,63,9863,0,157930,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,88.0,28.0,3.0,0.0,0.0,7.0,5.0,0.0,2020-07-28,2020.0,7.0,West,323,29632,0,293787,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,28.0,3.0,2.0,0.0,6.0,5.0,0.0,2020-08-25,2020.0,8.0,West,475,21140,0,238054,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,42.0,4.0,0.0,0.0,9.0,1.0,0.0,2020-09-29,2020.0,9.0,West,295,10752,0,197651,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,23.0,6.0,0.0,0.0,4.0,1.0,0.0,2020-10-27,2020.0,10.0,West,177,20783,0,-1052436,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,180.0,23.0,0.0,0.0,633.0,0.0,0.0,2020-11-24,2020.0,11.0,West,367,51406,0,0,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,463.0,3.0,0.0,0.0,1938.0,1.0,10.0,2020-12-29,2020.0,12.0,West,981,72562,0,0,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
Nevada,NV,0.0,205.0,0.0,2.0,0.0,1995.0,0.0,36.0,2021-01-26,2021.0,1.0,West,1145,53577,0,0,9055.0,11082.0,103.0,106.0,9683.0,12191.0,96.0,96.0,13641.0,12349.0,1292.0,12840.0,11601.0,1239.0,22.0,21.0,6126.0,10.0,16.0,2.0,11.0,11.0,0.0,2.53,39.25,-116.75
New Hampshire,NH,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,Northeast,63,1740,214,17623,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2020-05-27,2020.0,5.0,Northeast,176,2491,190,55996,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2020-06-23,2020.0,6.0,Northeast,125,1215,116,71535,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,2020-07-28,2020.0,7.0,Northeast,48,784,127,82634,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2020-08-25,2020.0,8.0,Northeast,17,731,22,94067,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2020-09-30,2020.0,9.0,Northeast,7,991,24,117380,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0,2020-10-27,2020.0,10.0,Northeast,44,2818,41,171119,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,18.0,3.0,0.0,133.0,6.0,0.0,0.0,2020-11-24,2020.0,11.0,Northeast,43,9910,60,200565,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,100.0,127.0,0.0,808.0,327.0,218.0,0.0,2020-12-29,2020.0,12.0,Northeast,233,23034,63,215770,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Hampshire,NH,0.0,33.0,18.0,0.0,256.0,96.0,195.0,2.0,2021-01-26,2021.0,1.0,Northeast,298,21667,135,229228,2203.0,2402.0,103.0,99.0,2000.0,2177.0,114.0,109.0,2722.0,2491.0,231.0,2691.0,2463.0,228.0,8.0,8.0,1402.0,2.0,5.0,3.0,6.0,5.0,0.0,1.19,43.66,-71.49
New Jersey,NJ,0.0,514.0,0.0,2.0,188.0,153.0,,29.0,2020-04-29,2020.0,4.0,Northeast,8300,99956,0,0,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,0.0,225.0,0.0,1.0,11309.0,1439.0,,14.0,2020-05-27,2020.0,5.0,Northeast,4748,42152,17197,745308,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,-433.0,38.0,85.0,0.0,8837.0,1229.0,,3.0,2020-06-30,2020.0,6.0,Northeast,1532,11833,2650,677066,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,6435.0,0.0,170.0,0.0,15948.0,71.0,,3.0,2020-07-28,2020.0,7.0,Northeast,775,11264,1718,673955,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,11114.0,219.0,40.0,0.0,18220.0,116.0,,0.0,2020-08-25,2020.0,8.0,Northeast,228,11504,1062,761589,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,36738.0,20.0,68.0,0.0,44936.0,15.0,,0.0,2020-09-29,2020.0,9.0,Northeast,175,15053,812,755114,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,0.0,39.0,186.0,0.0,40503.0,29.0,,3.0,2020-10-26,2020.0,10.0,Northeast,228,39055,14249,1043074,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,0.0,123.0,0.0,0.0,0.0,92.0,,0.0,2020-11-24,2020.0,11.0,Northeast,643,117385,3525,1430390,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,0.0,492.0,0.0,0.0,0.0,476.0,,0.0,2020-12-29,2020.0,12.0,Northeast,2049,160087,6113,1649279,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Jersey,NJ,0.0,333.0,0.0,0.0,0.0,663.0,,0.0,2021-01-26,2021.0,1.0,Northeast,2442,169844,13218,1590572,20861.0,18131.0,130.0,142.0,26979.0,26024.0,101.0,99.0,19362.0,18592.0,770.0,18613.0,17912.0,701.0,42.0,33.0,20823.0,13.0,23.0,8.0,16.0,15.0,3.0,1.73,40.16,-74.49
New Mexico,NM,32.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2020-04-30,2020.0,4.0,West,118,3096,536,0,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,2216.0,4.0,0.0,0.0,3317.0,43.0,0.0,0.0,2020-05-28,2020.0,5.0,West,233,4278,781,199604,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,883.0,12.0,2.0,0.0,1914.0,375.0,110.0,3.0,2020-06-24,2020.0,6.0,West,141,4458,585,144577,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,2731.0,33.0,8.0,0.0,3802.0,82.0,328.0,1.0,2020-07-28,2020.0,7.0,West,145,8453,784,213831,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,4739.0,30.0,20.0,0.0,2724.0,9.0,42.0,0.0,2020-08-25,2020.0,8.0,West,137,4752,448,202862,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,-10407.0,33.0,41.0,0.0,4613.0,54.0,26.0,0.0,2020-09-29,2020.0,9.0,West,98,4083,361,160135,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,0.0,80.0,13.0,0.0,2479.0,172.0,19.0,0.0,2020-10-27,2020.0,10.0,West,141,17055,1122,251711,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,0.0,360.0,154.0,0.0,3617.0,744.0,41.0,7.0,2020-11-24,2020.0,11.0,West,550,50605,2165,385571,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
