name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,as_of_date_month_year,year,month,region
Missouri,MO,11593,1417,1051,2,50979,3793,2781,10,11/3/20,11-2020,2020,11,Midwest
Missouri,MO,12430,2252,2149,5,64455,5118,4900,40,12/29/20,12-2020,2020,12,Midwest
Missouri,MO,12403,2211,2093,5,63557,5010,4780,39,12/22/20,12-2020,2020,12,Midwest
Missouri,MO,12321,2140,2012,4,61919,4946,4705,37,12/15/20,12-2020,2020,12,Midwest
Missouri,MO,12268,2100,1953,4,60946,4914,4580,37,12/9/20,12-2020,2020,12,Midwest
Missouri,MO,12181,1938,1717,4,59757,4627,4041,33,12/1/20,12-2020,2020,12,Midwest
Montana,MT,24,2,3,0,5,1,3,0,3/26/20,03-2020,2020,3,West
Montana,MT,24,3,3,0,27,2,3,0,4/29/20,04-2020,2020,4,West
Montana,MT,24,2,3,0,5,2,3,0,4/22/20,04-2020,2020,4,West
Montana,MT,24,2,3,0,5,2,3,0,4/15/20,04-2020,2020,4,West
Montana,MT,24,2,3,0,5,1,3,0,4/8/20,04-2020,2020,4,West
Montana,MT,24,2,3,0,5,1,3,0,4/1/20,04-2020,2020,4,West
Montana,MT,24,3,3,0,54,2,3,0,5/27/20,05-2020,2020,5,West
Montana,MT,24,3,3,0,24,2,3,0,5/20/20,05-2020,2020,5,West
Montana,MT,24,3,3,0,7,2,3,0,5/13/20,05-2020,2020,5,West
Montana,MT,24,3,3,0,7,2,3,0,5/6/20,05-2020,2020,5,West
Montana,MT,195,3,3,0,723,3,3,0,6/30/20,06-2020,2020,6,West
Montana,MT,195,3,3,0,723,3,3,0,6/23/20,06-2020,2020,6,West
Montana,MT,111,3,3,0,291,2,3,0,6/17/20,06-2020,2020,6,West
Montana,MT,111,3,3,0,291,2,3,0,6/9/20,06-2020,2020,6,West
Montana,MT,24,3,3,0,54,2,3,0,6/2/20,06-2020,2020,6,West
Montana,MT,466,8,3,0,1924,13,3,0,7/29/20,07-2020,2020,7,West
Montana,MT,458,5,3,0,1886,13,3,0,7/21/20,07-2020,2020,7,West
Montana,MT,458,3,3,0,1886,11,3,0,7/14/20,07-2020,2020,7,West
Montana,MT,195,3,3,0,723,3,3,0,7/7/20,07-2020,2020,7,West
Montana,MT,466,9,3,0,1924,17,3,0,8/27/20,08-2020,2020,8,West
Montana,MT,466,9,3,0,1924,15,3,0,8/18/20,08-2020,2020,8,West
Montana,MT,466,9,3,0,1924,15,3,0,8/14/20,08-2020,2020,8,West
Montana,MT,466,8,3,0,1924,13,3,0,8/4/20,08-2020,2020,8,West
Montana,MT,466,27,3,0,1924,132,3,0,9/25/20,09-2020,2020,9,West
Montana,MT,466,20,3,0,1924,112,3,0,9/18/20,09-2020,2020,9,West
Montana,MT,466,12,3,0,1924,79,3,0,9/11/20,09-2020,2020,9,West
Montana,MT,466,9,3,0,1924,22,3,0,9/3/20,09-2020,2020,9,West
Montana,MT,466,157,3,0,1924,661,3,0,10/26/20,10-2020,2020,10,West
Montana,MT,466,97,3,0,1924,458,3,0,10/19/20,10-2020,2020,10,West
Montana,MT,466,72,3,0,1924,343,3,0,10/13/20,10-2020,2020,10,West
Montana,MT,466,72,3,0,1924,343,3,0,10/8/20,10-2020,2020,10,West
Montana,MT,466,28,3,0,1924,156,3,0,10/2/20,10-2020,2020,10,West
Montana,MT,466,266,3,0,1924,1011,3,4,11/30/20,11-2020,2020,11,West
Montana,MT,466,244,3,0,1924,969,3,4,11/23/20,11-2020,2020,11,West
Montana,MT,466,232,3,0,1924,880,3,2,11/16/20,11-2020,2020,11,West
Montana,MT,466,209,3,0,1924,865,3,2,11/10/20,11-2020,2020,11,West
Montana,MT,466,199,3,0,1924,763,3,0,11/2/20,11-2020,2020,11,West
Montana,MT,466,262,3,0,1924,1124,3,6,12/30/20,12-2020,2020,12,West
Montana,MT,466,262,3,0,1924,1124,3,6,12/22/20,12-2020,2020,12,West
Montana,MT,466,260,3,0,1924,1113,3,6,12/14/20,12-2020,2020,12,West
Montana,MT,466,255,3,0,1924,1053,3,4,12/8/20,12-2020,2020,12,West
Nebraska,NE,,1,13,0,400,0,7,0,3/26/20,03-2020,2020,3,Midwest
Nebraska,NE,,3,13,0,400,0,7,0,4/28/20,04-2020,2020,4,Midwest
Nebraska,NE,,1,13,0,400,0,7,0,4/20/20,04-2020,2020,4,Midwest
Nebraska,NE,,1,13,0,400,0,7,0,4/16/20,04-2020,2020,4,Midwest
Nebraska,NE,,1,13,0,400,0,7,0,4/9/20,04-2020,2020,4,Midwest
Nebraska,NE,,1,13,0,400,0,7,0,4/1/20,04-2020,2020,4,Midwest
Nebraska,NE,,12,13,0,400,7,7,0,5/27/20,05-2020,2020,5,Midwest
Nebraska,NE,,10,13,0,400,7,7,0,5/20/20,05-2020,2020,5,Midwest
Nebraska,NE,,9,13,0,400,1,7,0,5/13/20,05-2020,2020,5,Midwest
Nebraska,NE,,5,13,0,400,0,7,0,5/6/20,05-2020,2020,5,Midwest
Nebraska,NE,,20,13,0,487,8,7,0,6/23/20,06-2020,2020,6,Midwest
Nebraska,NE,,20,13,0,400,7,7,0,6/16/20,06-2020,2020,6,Midwest
Nebraska,NE,,42,26,0,939,10,10,0,7/31/20,07-2020,2020,7,Midwest
Nebraska,NE,,42,26,0,935,8,8,0,7/24/20,07-2020,2020,7,Midwest
Nebraska,NE,,29,20,0,928,8,8,0,7/17/20,07-2020,2020,7,Midwest
Nebraska,NE,,23,20,0,898,8,8,0,7/10/20,07-2020,2020,7,Midwest
Nebraska,NE,,23,20,0,894,8,7,0,7/3/20,07-2020,2020,7,Midwest
Nebraska,NE,,82,63,0,955,11,10,0,8/28/20,08-2020,2020,8,Midwest
Nebraska,NE,,82,63,0,953,10,10,0,8/21/20,08-2020,2020,8,Midwest
Nebraska,NE,,55,42,0,950,10,10,0,8/14/20,08-2020,2020,8,Midwest
Nebraska,NE,,49,34,0,945,10,10,0,8/7/20,08-2020,2020,8,Midwest
Nebraska,NE,,321,228,0,2102,210,135,1,9/25/20,09-2020,2020,9,Midwest
Nebraska,NE,,121,64,0,1979,196,28,1,9/18/20,09-2020,2020,9,Midwest
Nebraska,NE,,82,63,0,1546,57,9,1,9/11/20,09-2020,2020,9,Midwest
Nebraska,NE,,321,228,0,3075,260,234,2,10/23/20,10-2020,2020,10,Midwest
Nebraska,NE,,321,228,0,2738,242,191,1,10/9/20,10-2020,2020,10,Midwest
Nebraska,NE,,321,228,0,2738,231,146,1,10/2/20,10-2020,2020,10,Midwest
Nebraska,NE,,321,228,0,4755,677,312,4,11/27/20,11-2020,2020,11,Midwest
Nebraska,NE,,321,228,0,4111,577,281,3,11/20/20,11-2020,2020,11,Midwest
Nebraska,NE,,321,228,0,3479,429,269,3,11/13/20,11-2020,2020,11,Midwest
Nebraska,NE,,321,228,0,3164,283,241,2,11/1/20,11-2020,2020,11,Midwest
Nebraska,NE,,461,375,0,5972,873,777,6,12/28/20,12-2020,2020,12,Midwest
Nebraska,NE,,461,375,0,5972,873,777,6,12/22/20,12-2020,2020,12,Midwest
Nebraska,NE,,461,375,0,5743,855,720,6,12/18/20,12-2020,2020,12,Midwest
Nebraska,NE,,461,375,0,5525,786,666,6,12/11/20,12-2020,2020,12,Midwest
Nebraska,NE,,359,257,0,5200,743,502,5,12/4/20,12-2020,2020,12,Midwest
Nevada,NV,571,1,18,0,39,0,0,0,3/26/20,03-2020,2020,3,West
Nevada,NV,571,9,18,0,39,0,0,0,4/29/20,04-2020,2020,4,West
Nevada,NV,571,7,18,0,39,0,0,0,4/22/20,04-2020,2020,4,West
Nevada,NV,571,6,18,0,39,0,0,0,4/16/20,04-2020,2020,4,West
Nevada,NV,571,6,18,0,39,0,0,0,4/8/20,04-2020,2020,4,West
Nevada,NV,571,2,18,0,39,0,0,0,4/1/20,04-2020,2020,4,West
Nevada,NV,571,21,18,0,3425,5,0,0,5/28/20,05-2020,2020,5,West
Nevada,NV,571,18,18,0,121,1,0,0,5/20/20,05-2020,2020,5,West
Nevada,NV,571,16,18,0,121,0,0,0,5/13/20,05-2020,2020,5,West
Nevada,NV,571,16,18,0,49,0,0,0,5/6/20,05-2020,2020,5,West
Nevada,NV,2560,38,26,0,12368,15,15,0,6/30/20,06-2020,2020,6,West
Nevada,NV,2162,34,26,0,9144,9,15,0,6/23/20,06-2020,2020,6,West
Nevada,NV,1563,30,26,0,8766,8,15,0,6/16/20,06-2020,2020,6,West
Nevada,NV,571,28,26,0,5001,7,15,0,6/9/20,06-2020,2020,6,West
Nevada,NV,571,23,22,0,3425,5,0,0,6/2/20,06-2020,2020,6,West
Nevada,NV,2648,66,29,0,12368,22,20,0,7/28/20,07-2020,2020,7,West
Nevada,NV,2648,55,27,0,12368,19,17,0,7/21/20,07-2020,2020,7,West
Nevada,NV,2648,49,27,0,12368,18,17,0,7/15/20,07-2020,2020,7,West
Nevada,NV,2648,41,26,0,12368,16,15,0,7/7/20,07-2020,2020,7,West
Nevada,NV,2648,94,32,2,12368,28,25,0,8/25/20,08-2020,2020,8,West
Nevada,NV,2648,87,32,1,12368,27,23,0,8/18/20,08-2020,2020,8,West
Nevada,NV,2648,87,32,1,12368,25,23,0,8/11/20,08-2020,2020,8,West
Nevada,NV,2648,78,30,1,12368,25,22,0,8/4/20,08-2020,2020,8,West
Nevada,NV,2648,136,36,2,12368,37,26,0,9/29/20,09-2020,2020,9,West
Nevada,NV,2648,128,36,2,12368,35,26,0,9/22/20,09-2020,2020,9,West
Nevada,NV,2648,123,34,2,12368,35,26,0,9/15/20,09-2020,2020,9,West
Nevada,NV,2648,110,32,2,12368,34,25,0,9/8/20,09-2020,2020,9,West
Nevada,NV,2648,104,32,2,12368,32,25,0,9/1/20,09-2020,2020,9,West
Nevada,NV,2648,159,42,2,12368,41,27,0,10/27/20,10-2020,2020,10,West
Nevada,NV,2648,149,39,2,12368,41,27,0,10/20/20,10-2020,2020,10,West
Nevada,NV,2648,146,39,2,12368,39,27,0,10/13/20,10-2020,2020,10,West
Nevada,NV,2648,142,39,2,12368,39,27,0,10/6/20,10-2020,2020,10,West
Nevada,NV,2648,339,65,2,12368,674,27,0,11/24/20,11-2020,2020,11,West
Nevada,NV,2648,275,49,2,12368,577,27,0,11/17/20,11-2020,2020,11,West
Nevada,NV,2648,203,46,2,12368,170,27,0,11/10/20,11-2020,2020,11,West
Nevada,NV,2648,171,43,2,12368,42,27,0,11/3/20,11-2020,2020,11,West
Nevada,NV,2648,802,68,2,12368,2612,28,10,12/29/20,12-2020,2020,12,West
Nevada,NV,2648,561,68,2,12368,2466,28,10,12/22/20,12-2020,2020,12,West
Nevada,NV,2648,561,68,2,12368,2218,28,8,12/15/20,12-2020,2020,12,West
Nevada,NV,2648,481,68,2,12368,1131,28,6,12/8/20,12-2020,2020,12,West
Nevada,NV,2648,359,67,2,12368,1044,27,2,12/1/20,12-2020,2020,12,West
New Hampshire,NH,15,0,11,0,3,0,0,0,3/26/20,03-2020,2020,3,Northeast
New Hampshire,NH,15,11,11,0,10,0,0,0,4/29/20,04-2020,2020,4,Northeast
New Hampshire,NH,15,11,11,0,7,0,0,0,4/22/20,04-2020,2020,4,Northeast
New Hampshire,NH,15,3,11,0,6,0,0,0,4/15/20,04-2020,2020,4,Northeast
New Hampshire,NH,15,1,11,0,4,0,0,0,4/8/20,04-2020,2020,4,Northeast
New Hampshire,NH,15,0,11,0,3,0,0,0,4/1/20,04-2020,2020,4,Northeast
New Hampshire,NH,15,11,11,0,17,1,0,0,5/27/20,05-2020,2020,5,Northeast
New Hampshire,NH,15,11,11,0,15,0,0,0,5/20/20,05-2020,2020,5,Northeast
New Hampshire,NH,15,11,11,0,14,0,0,0,5/13/20,05-2020,2020,5,Northeast
New Hampshire,NH,15,11,11,0,13,0,0,0,5/6/20,05-2020,2020,5,Northeast
New Hampshire,NH,15,11,11,0,34,1,0,0,6/23/20,06-2020,2020,6,Northeast
New Hampshire,NH,15,11,11,0,31,1,0,0,6/16/20,06-2020,2020,6,Northeast
New Hampshire,NH,15,11,11,0,24,1,0,0,6/9/20,06-2020,2020,6,Northeast
New Hampshire,NH,15,11,11,0,21,1,0,0,6/2/20,06-2020,2020,6,Northeast
New Hampshire,NH,15,11,11,0,52,1,1,0,7/28/20,07-2020,2020,7,Northeast
New Hampshire,NH,15,11,11,0,49,1,1,0,7/21/20,07-2020,2020,7,Northeast
New Hampshire,NH,15,11,11,0,43,1,1,0,7/10/20,07-2020,2020,7,Northeast
New Hampshire,NH,15,11,11,0,40,1,1,0,7/7/20,07-2020,2020,7,Northeast
New Hampshire,NH,15,11,11,0,37,1,1,0,7/1/20,07-2020,2020,7,Northeast
New Hampshire,NH,15,11,11,0,72,1,1,0,8/25/20,08-2020,2020,8,Northeast
New Hampshire,NH,15,11,11,0,69,1,1,0,8/18/20,08-2020,2020,8,Northeast
New Hampshire,NH,15,11,11,0,61,1,1,0,8/11/20,08-2020,2020,8,Northeast
New Hampshire,NH,15,11,11,0,60,1,1,0,8/4/20,08-2020,2020,8,Northeast
New Hampshire,NH,15,11,11,0,93,1,1,0,9/30/20,09-2020,2020,9,Northeast
New Hampshire,NH,15,11,11,0,90,1,1,0,9/22/20,09-2020,2020,9,Northeast
New Hampshire,NH,15,11,11,0,84,1,1,0,9/15/20,09-2020,2020,9,Northeast
New Hampshire,NH,15,11,11,0,79,1,1,0,9/8/20,09-2020,2020,9,Northeast
New Hampshire,NH,15,11,11,0,76,1,1,0,9/1/20,09-2020,2020,9,Northeast
New Hampshire,NH,15,12,12,0,124,1,1,0,10/27/20,10-2020,2020,10,Northeast
New Hampshire,NH,15,12,12,0,114,1,1,0,10/20/20,10-2020,2020,10,Northeast
New Hampshire,NH,15,12,12,0,103,1,1,0,10/13/20,10-2020,2020,10,Northeast
New Hampshire,NH,15,11,11,0,99,1,1,0,10/6/20,10-2020,2020,10,Northeast
New Hampshire,NH,15,30,15,0,257,7,1,0,11/24/20,11-2020,2020,11,Northeast
New Hampshire,NH,15,16,13,0,148,1,1,0,11/17/20,11-2020,2020,11,Northeast
New Hampshire,NH,15,13,12,0,139,1,1,0,11/10/20,11-2020,2020,11,Northeast
New Hampshire,NH,15,12,12,0,134,1,1,0,11/3/20,11-2020,2020,11,Northeast
New Hampshire,NH,15,130,142,0,1065,334,219,0,12/29/20,12-2020,2020,12,Northeast
New Hampshire,NH,15,92,142,0,959,274,219,0,12/22/20,12-2020,2020,12,Northeast
New Hampshire,NH,15,73,50,0,791,171,30,0,12/15/20,12-2020,2020,12,Northeast
New Hampshire,NH,15,57,50,0,470,171,30,0,12/9/20,12-2020,2020,12,Northeast
New Hampshire,NH,15,42,19,0,385,13,1,0,12/1/20,12-2020,2020,12,Northeast
New Jersey,NJ,7146,4,640,0,8,0,,0,3/26/20,03-2020,2020,3,Northeast
New Jersey,NJ,7146,518,640,2,196,153,,29,4/29/20,04-2020,2020,4,Northeast
New Jersey,NJ,7146,427,640,2,128,101,,16,4/22/20,04-2020,2020,4,Northeast
New Jersey,NJ,7146,266,640,1,128,50,,5,4/15/20,04-2020,2020,4,Northeast
New Jersey,NJ,7146,110,640,1,25,18,,5,4/8/20,04-2020,2020,4,Northeast
New Jersey,NJ,7146,26,640,0,8,0,,0,4/1/20,04-2020,2020,4,Northeast
New Jersey,NJ,7146,743,640,3,11505,1592,,43,5/27/20,05-2020,2020,5,Northeast
New Jersey,NJ,7146,681,640,3,4620,830,,43,5/20/20,05-2020,2020,5,Northeast
New Jersey,NJ,7146,599,640,3,603,538,,42,5/13/20,05-2020,2020,5,Northeast
New Jersey,NJ,7146,575,640,2,276,215,,38,5/6/20,05-2020,2020,5,Northeast
New Jersey,NJ,6713,781,725,3,20342,2821,,46,6/30/20,06-2020,2020,6,Northeast
New Jersey,NJ,6713,781,725,3,20342,2756,,46,6/25/20,06-2020,2020,6,Northeast
New Jersey,NJ,6713,781,640,3,20995,2655,,46,6/16/20,06-2020,2020,6,Northeast
New Jersey,NJ,7146,778,640,3,20995,2451,,46,6/9/20,06-2020,2020,6,Northeast
New Jersey,NJ,7146,767,640,3,20995,2062,,46,6/2/20,06-2020,2020,6,Northeast
New Jersey,NJ,13148,781,895,3,36290,2892,,49,7/28/20,07-2020,2020,7,Northeast
New Jersey,NJ,13148,781,895,3,36290,2892,,49,7/21/20,07-2020,2020,7,Northeast
New Jersey,NJ,6713,781,762,3,22813,2892,,49,7/14/20,07-2020,2020,7,Northeast
New Jersey,NJ,6713,781,762,3,22484,2869,,46,7/9/20,07-2020,2020,7,Northeast
New Jersey,NJ,24262,1000,935,3,54510,3008,,49,8/25/20,08-2020,2020,8,Northeast
New Jersey,NJ,17529,981,920,3,43586,3119,,49,8/18/20,08-2020,2020,8,Northeast
New Jersey,NJ,13148,971,895,3,41186,3023,,49,8/11/20,08-2020,2020,8,Northeast
New Jersey,NJ,13148,781,895,3,36290,2960,,49,8/4/20,08-2020,2020,8,Northeast
New Jersey,NJ,61000,1020,1003,3,99446,3023,,49,9/29/20,09-2020,2020,9,Northeast
New Jersey,NJ,61000,1014,1003,3,99446,3020,,49,9/22/20,09-2020,2020,9,Northeast
New Jersey,NJ,42171,1011,967,3,65115,3010,,49,9/14/20,09-2020,2020,9,Northeast
New Jersey,NJ,42171,1000,967,3,65115,3009,,49,9/8/20,09-2020,2020,9,Northeast
New Jersey,NJ,30240,1000,948,3,55446,3008,,49,9/1/20,09-2020,2020,9,Northeast
New Jersey,NJ,61000,1059,1189,3,139949,3052,,52,10/26/20,10-2020,2020,10,Northeast
New Jersey,NJ,61000,1059,1189,3,101446,3050,,52,10/20/20,10-2020,2020,10,Northeast
New Jersey,NJ,61000,1033,1003,3,99446,3030,,52,10/13/20,10-2020,2020,10,Northeast
New Jersey,NJ,61000,1033,1003,3,99446,3030,,52,10/6/20,10-2020,2020,10,Northeast
New Jersey,NJ,61000,1182,1189,3,139949,3144,,52,11/24/20,11-2020,2020,11,Northeast
New Jersey,NJ,61000,1182,1189,3,139949,3144,,52,11/17/20,11-2020,2020,11,Northeast
New Jersey,NJ,61000,1112,1189,3,139949,3114,,52,11/10/20,11-2020,2020,11,Northeast
New Jersey,NJ,61000,1059,1189,3,139949,3052,,52,11/3/20,11-2020,2020,11,Northeast
New Jersey,NJ,61000,1674,1189,3,139949,3620,,52,12/29/20,12-2020,2020,12,Northeast
New Jersey,NJ,61000,1487,1189,3,139949,3557,,52,12/22/20,12-2020,2020,12,Northeast
New Jersey,NJ,61000,1487,1189,3,139949,3557,,52,12/15/20,12-2020,2020,12,Northeast
New Jersey,NJ,61000,1401,1189,3,139949,3393,,52,12/8/20,12-2020,2020,12,Northeast
New Jersey,NJ,61000,1307,1189,3,139949,3310,,52,12/1/20,12-2020,2020,12,Northeast
New Mexico,NM,0,0,3,0,1,0,0,0,3/26/20,03-2020,2020,3,West
New Mexico,NM,32,1,3,0,8,0,0,0,4/30/20,04-2020,2020,4,West
New Mexico,NM,7,0,3,0,5,0,0,0,4/22/20,04-2020,2020,4,West
New Mexico,NM,7,0,3,0,5,0,0,0,4/20/20,04-2020,2020,4,West
New Mexico,NM,6,0,3,0,4,0,0,0,4/8/20,04-2020,2020,4,West
New Mexico,NM,6,0,3,0,4,0,0,0,4/1/20,04-2020,2020,4,West
New Mexico,NM,2248,5,3,0,3325,43,0,0,5/28/20,05-2020,2020,5,West
New Mexico,NM,2248,5,3,0,1841,22,0,0,5/20/20,05-2020,2020,5,West
New Mexico,NM,2248,4,3,0,1678,0,0,0,5/13/20,05-2020,2020,5,West
New Mexico,NM,64,4,3,0,14,0,0,0,5/6/20,05-2020,2020,5,West
New Mexico,NM,3131,17,5,0,5239,418,110,3,6/24/20,06-2020,2020,6,West
New Mexico,NM,2982,17,5,0,4775,320,17,2,6/17/20,06-2020,2020,6,West
New Mexico,NM,2528,11,4,0,3144,243,17,2,6/10/20,06-2020,2020,6,West
New Mexico,NM,2295,8,3,0,3325,164,0,1,6/2/20,06-2020,2020,6,West
New Mexico,NM,5862,50,13,0,9041,500,438,4,7/28/20,07-2020,2020,7,West
New Mexico,NM,5389,45,12,0,8101,485,383,4,7/22/20,07-2020,2020,7,West
New Mexico,NM,4363,33,10,0,7220,467,381,4,7/14/20,07-2020,2020,7,West
New Mexico,NM,4191,22,5,0,6346,461,244,3,7/7/20,07-2020,2020,7,West
New Mexico,NM,3683,19,5,0,5965,450,112,3,7/1/20,07-2020,2020,7,West
New Mexico,NM,10601,80,33,0,11765,509,480,4,8/25/20,08-2020,2020,8,West
New Mexico,NM,10601,75,26,0,11196,508,460,4,8/18/20,08-2020,2020,8,West
New Mexico,NM,10601,73,21,0,9659,505,438,4,8/11/20,08-2020,2020,8,West
New Mexico,NM,10601,73,21,0,9659,505,438,4,8/4/20,08-2020,2020,8,West
New Mexico,NM,194,113,74,0,16378,563,506,4,9/29/20,09-2020,2020,9,West
New Mexico,NM,194,103,69,0,15533,549,504,4,9/22/20,09-2020,2020,9,West
New Mexico,NM,194,90,66,0,13584,525,503,4,9/15/20,09-2020,2020,9,West
New Mexico,NM,194,82,60,0,12929,512,493,4,9/8/20,09-2020,2020,9,West
New Mexico,NM,10601,81,55,0,12322,512,491,4,9/1/20,09-2020,2020,9,West
New Mexico,NM,194,193,87,0,18857,735,525,4,10/27/20,10-2020,2020,10,West
New Mexico,NM,194,159,83,0,18546,671,521,4,10/20/20,10-2020,2020,10,West
New Mexico,NM,194,130,79,0,17018,567,512,4,10/13/20,10-2020,2020,10,West
New Mexico,NM,194,118,77,0,16850,567,512,4,10/6/20,10-2020,2020,10,West
New Mexico,NM,194,553,241,0,22474,1479,566,11,11/24/20,11-2020,2020,11,West
New Mexico,NM,194,384,102,0,20673,1266,560,8,11/17/20,11-2020,2020,11,West
New Mexico,NM,194,325,93,0,20673,1120,555,5,11/10/20,11-2020,2020,11,West
New Mexico,NM,194,232,93,0,19524,808,541,4,11/3/20,11-2020,2020,11,West
New Mexico,NM,194,812,589,0,26267,2229,1616,23,12/28/20,12-2020,2020,12,West
New Mexico,NM,194,787,541,0,26267,2209,1562,21,12/22/20,12-2020,2020,12,West
New Mexico,NM,194,748,494,0,25315,2009,1524,14,12/15/20,12-2020,2020,12,West
New Mexico,NM,194,656,376,0,24670,1786,1495,14,12/8/20,12-2020,2020,12,West
New Mexico,NM,194,604,300,0,22474,1592,579,11,12/1/20,12-2020,2020,12,West
New York,NY,,40,1119,0,28,3,414,0,3/26/20,03-2020,2020,3,Northeast
New York,NY,,1045,1119,2,553,370,414,10,4/29/20,04-2020,2020,4,Northeast
New York,NY,,844,1119,2,391,239,414,6,4/22/20,04-2020,2020,4,Northeast
New York,NY,,664,1119,1,391,160,414,5,4/15/20,04-2020,2020,4,Northeast
New York,NY,,381,1119,1,176,62,414,2,4/8/20,04-2020,2020,4,Northeast
New York,NY,,147,1119,1,74,20,414,1,4/1/20,04-2020,2020,4,Northeast
New York,NY,,1275,1119,4,1155,493,414,16,5/27/20,05-2020,2020,5,Northeast
New York,NY,,1228,1119,4,1064,471,414,16,5/20/20,05-2020,2020,5,Northeast
New York,NY,,1192,1119,4,725,443,414,16,5/13/20,05-2020,2020,5,Northeast
New York,NY,,1143,1119,4,619,415,414,15,5/6/20,05-2020,2020,5,Northeast
New York,NY,,1298,1252,5,1421,519,495,16,6/30/20,06-2020,2020,6,Northeast
New York,NY,,1290,1252,5,1321,517,492,16,6/23/20,06-2020,2020,6,Northeast
New York,NY,,1285,1229,5,1304,517,484,16,6/16/20,06-2020,2020,6,Northeast
New York,NY,,1284,1217,4,1280,512,468,16,6/9/20,06-2020,2020,6,Northeast
New York,NY,,1280,1135,4,1228,511,444,16,6/2/20,06-2020,2020,6,Northeast
New York,NY,,1308,1257,5,5830,604,537,17,7/28/20,07-2020,2020,7,Northeast
New York,NY,,1307,1257,5,5371,601,524,16,7/23/20,07-2020,2020,7,Northeast
New York,NY,,1300,1253,5,4055,545,495,16,7/10/20,07-2020,2020,7,Northeast
New York,NY,,1299,1254,5,2813,541,496,16,7/7/20,07-2020,2020,7,Northeast
New York,NY,,1318,1282,5,8556,755,738,17,8/25/20,08-2020,2020,8,Northeast
New York,NY,,1317,1282,5,8519,755,736,17,8/18/20,08-2020,2020,8,Northeast
New York,NY,,1313,1282,5,8475,755,643,17,8/11/20,08-2020,2020,8,Northeast
New York,NY,,1311,1272,5,5879,604,542,17,8/4/20,08-2020,2020,8,Northeast
New York,NY,,1332,1309,5,15282,775,756,17,9/29/20,09-2020,2020,9,Northeast
New York,NY,,1329,1305,5,13012,773,756,17,9/22/20,09-2020,2020,9,Northeast
New York,NY,,1325,1305,5,8603,755,738,17,9/15/20,09-2020,2020,9,Northeast
New York,NY,,1320,1305,5,8592,755,738,17,9/8/20,09-2020,2020,9,Northeast
New York,NY,,1320,1289,5,8571,755,738,17,9/1/20,09-2020,2020,9,Northeast
New York,NY,,1479,1358,5,25785,1566,817,18,10/27/20,10-2020,2020,10,Northeast
New York,NY,,1415,1340,5,23545,977,780,18,10/20/20,10-2020,2020,10,Northeast
New York,NY,,1367,1314,5,20541,867,761,17,10/13/20,10-2020,2020,10,Northeast
New York,NY,,1351,1314,5,17665,791,756,17,10/6/20,10-2020,2020,10,Northeast
New York,NY,,1720,1523,5,35596,1737,1621,18,11/24/20,11-2020,2020,11,Northeast
New York,NY,,1617,1482,5,35556,1709,1564,18,11/17/20,11-2020,2020,11,Northeast
New York,NY,,1558,1482,5,32818,1644,1527,18,11/10/20,11-2020,2020,11,Northeast
New York,NY,,1522,1482,5,29726,1590,1227,18,11/3/20,11-2020,2020,11,Northeast
New York,NY,,2957,2030,6,46646,2945,2156,21,12/29/20,12-2020,2020,12,Northeast
New York,NY,,2627,1785,6,44048,2479,1899,20,12/22/20,12-2020,2020,12,Northeast
New York,NY,,2333,1764,6,36020,2156,1791,18,12/15/20,12-2020,2020,12,Northeast
New York,NY,,2103,1650,6,35936,1959,1755,18,12/10/20,12-2020,2020,12,Northeast
New York,NY,,1896,1580,6,35899,1826,1682,18,12/2/20,12-2020,2020,12,Northeast
North Carolina,NC,250,0,126,0,101,0,577,0,3/26/20,03-2020,2020,3,South
North Carolina,NC,250,29,126,0,1143,596,577,2,4/29/20,04-2020,2020,4,South
North Carolina,NC,250,29,126,0,723,507,577,1,4/22/20,04-2020,2020,4,South
North Carolina,NC,250,29,126,0,183,46,577,0,4/15/20,04-2020,2020,4,South
North Carolina,NC,250,29,126,0,160,12,577,0,4/8/20,04-2020,2020,4,South
North Carolina,NC,250,29,126,0,101,1,577,0,4/1/20,04-2020,2020,4,South
North Carolina,NC,250,152,126,1,1376,650,577,5,5/27/20,05-2020,2020,5,South
North Carolina,NC,250,152,126,1,1329,644,577,5,5/20/20,05-2020,2020,5,South
North Carolina,NC,250,29,126,1,1301,644,577,5,5/13/20,05-2020,2020,5,South
North Carolina,NC,250,29,126,0,1234,627,577,4,5/6/20,05-2020,2020,5,South
North Carolina,NC,2420,199,161,1,4565,799,744,5,6/30/20,06-2020,2020,6,South
North Carolina,NC,2420,162,143,1,3509,775,665,5,6/23/20,06-2020,2020,6,South
North Carolina,NC,2441,158,137,1,2750,714,635,5,6/17/20,06-2020,2020,6,South
North Carolina,NC,250,152,126,1,1955,691,624,5,6/9/20,06-2020,2020,6,South
North Carolina,NC,250,152,126,1,1855,683,615,5,6/2/20,06-2020,2020,6,South
North Carolina,NC,11063,356,269,1,26330,1407,888,8,7/28/20,07-2020,2020,7,South
North Carolina,NC,3009,295,229,1,17382,1086,855,5,7/22/20,07-2020,2020,7,South
North Carolina,NC,2935,249,194,1,8793,1052,802,5,7/14/20,07-2020,2020,7,South
