name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,as_of_date_month_year,year,month,region
West Virginia,WV,245,9,8,0,1480,119,21,0,6/2/20,06-2020,2020,6,South
West Virginia,WV,4391,26,25,0,5172,126,126,0,7/28/20,07-2020,2020,7,South
West Virginia,WV,4334,25,23,0,5162,126,126,0,7/21/20,07-2020,2020,7,South
West Virginia,WV,4230,24,20,0,5143,126,126,0,7/14/20,07-2020,2020,7,South
West Virginia,WV,4248,16,15,0,5133,126,126,0,7/7/20,07-2020,2020,7,South
West Virginia,WV,4830,63,52,0,5416,130,127,0,8/25/20,08-2020,2020,8,South
West Virginia,WV,4776,62,44,0,5220,127,126,0,8/18/20,08-2020,2020,8,South
West Virginia,WV,4592,49,28,0,5193,126,126,0,8/11/20,08-2020,2020,8,South
West Virginia,WV,4468,35,27,0,5180,126,126,0,8/4/20,08-2020,2020,8,South
West Virginia,WV,5849,134,118,0,6640,325,314,1,9/29/20,09-2020,2020,9,South
West Virginia,WV,5421,122,111,0,6454,322,310,1,9/22/20,09-2020,2020,9,South
West Virginia,WV,5353,110,96,0,6420,316,289,1,9/15/20,09-2020,2020,9,South
West Virginia,WV,5266,102,71,0,6361,292,187,0,9/8/20,09-2020,2020,9,South
West Virginia,WV,5164,87,61,0,6285,269,127,0,9/1/20,09-2020,2020,9,South
West Virginia,WV,7090,163,159,0,6824,337,320,2,10/27/20,10-2020,2020,10,South
West Virginia,WV,6810,158,148,0,6813,336,318,1,10/20/20,10-2020,2020,10,South
West Virginia,WV,6359,151,139,0,6688,327,318,1,10/13/20,10-2020,2020,10,South
West Virginia,WV,5954,139,132,0,6660,326,318,1,10/6/20,10-2020,2020,10,South
West Virginia,WV,5759,237,208,0,7825,650,594,2,11/24/20,11-2020,2020,11,South
West Virginia,WV,5090,195,154,0,7518,606,333,2,11/17/20,11-2020,2020,11,South
West Virginia,WV,4778,152,124,0,7093,440,332,2,11/10/20,11-2020,2020,11,South
West Virginia,WV,4464,126,111,0,6870,384,330,2,11/3/20,11-2020,2020,11,South
West Virginia,WV,7057,351,327,0,8824,1205,947,4,12/29/20,12-2020,2020,12,South
West Virginia,WV,6781,334,304,0,8766,965,868,4,12/22/20,12-2020,2020,12,South
West Virginia,WV,6439,306,288,0,8262,900,833,4,12/15/20,12-2020,2020,12,South
West Virginia,WV,6205,298,247,0,8172,848,719,4,12/8/20,12-2020,2020,12,South
West Virginia,WV,5759,254,213,0,7935,734,637,3,12/1/20,12-2020,2020,12,South
Wisconsin,WI,,5,25,0,91,0,31,0,3/26/20,03-2020,2020,3,Midwest
Wisconsin,WI,,18,25,0,137,18,31,0,4/29/20,04-2020,2020,4,Midwest
Wisconsin,WI,,16,25,0,117,13,31,0,4/22/20,04-2020,2020,4,Midwest
Wisconsin,WI,,14,25,0,96,10,31,0,4/15/20,04-2020,2020,4,Midwest
Wisconsin,WI,,11,25,0,91,4,31,0,4/8/20,04-2020,2020,4,Midwest
Wisconsin,WI,,9,25,0,91,0,31,0,4/1/20,04-2020,2020,4,Midwest
Wisconsin,WI,,39,25,0,1467,65,31,0,5/27/20,05-2020,2020,5,Midwest
Wisconsin,WI,,33,25,0,782,40,31,0,5/20/20,05-2020,2020,5,Midwest
Wisconsin,WI,,28,25,0,174,20,31,0,5/13/20,05-2020,2020,5,Midwest
Wisconsin,WI,,23,25,0,155,20,31,0,5/6/20,05-2020,2020,5,Midwest
Wisconsin,WI,,69,65,0,14476,278,262,0,6/30/20,06-2020,2020,6,Midwest
Wisconsin,WI,,66,65,0,13268,270,261,0,6/23/20,06-2020,2020,6,Midwest
Wisconsin,WI,,65,59,0,9152,264,258,0,6/16/20,06-2020,2020,6,Midwest
Wisconsin,WI,,62,41,0,7066,260,76,0,6/9/20,06-2020,2020,6,Midwest
Wisconsin,WI,,54,30,0,5785,258,32,0,6/2/20,06-2020,2020,6,Midwest
Wisconsin,WI,,115,94,0,25251,299,293,0,7/28/20,07-2020,2020,7,Midwest
Wisconsin,WI,,93,82,0,24717,296,286,0,7/21/20,07-2020,2020,7,Midwest
Wisconsin,WI,,92,70,0,19371,291,280,0,7/14/20,07-2020,2020,7,Midwest
Wisconsin,WI,,82,66,0,17412,283,273,0,7/7/20,07-2020,2020,7,Midwest
Wisconsin,WI,,190,145,0,28763,624,342,0,8/25/20,08-2020,2020,8,Midwest
Wisconsin,WI,,154,134,0,26980,383,301,0,8/18/20,08-2020,2020,8,Midwest
Wisconsin,WI,,136,123,0,26236,319,296,0,8/11/20,08-2020,2020,8,Midwest
Wisconsin,WI,,126,100,0,25798,307,295,0,8/4/20,08-2020,2020,8,Midwest
Wisconsin,WI,,393,289,0,41233,1573,1004,0,9/29/20,09-2020,2020,9,Midwest
Wisconsin,WI,,304,253,0,37497,1077,876,0,9/22/20,09-2020,2020,9,Midwest
Wisconsin,WI,,259,228,0,36411,953,763,0,9/15/20,09-2020,2020,9,Midwest
Wisconsin,WI,,234,207,0,35189,898,609,0,9/8/20,09-2020,2020,9,Midwest
Wisconsin,WI,,220,177,0,30751,773,424,0,9/1/20,09-2020,2020,9,Midwest
Wisconsin,WI,,886,688,0,52156,3845,2438,3,10/27/20,10-2020,2020,10,Midwest
Wisconsin,WI,,714,579,0,48361,2973,2031,3,10/20/20,10-2020,2020,10,Midwest
Wisconsin,WI,,619,474,0,46114,2542,1450,3,10/13/20,10-2020,2020,10,Midwest
Wisconsin,WI,,511,391,0,44379,2000,1066,2,10/6/20,10-2020,2020,10,Midwest
Wisconsin,WI,,1741,1466,0,71246,8226,6234,11,11/24/20,11-2020,2020,11,Midwest
Wisconsin,WI,,1534,1206,0,66437,7047,4881,10,11/17/20,11-2020,2020,11,Midwest
Wisconsin,WI,,1281,973,0,60927,5745,3952,10,11/10/20,11-2020,2020,11,Midwest
Wisconsin,WI,,1040,824,0,56168,4749,2995,10,11/3/20,11-2020,2020,11,Midwest
Wisconsin,WI,,2189,2097,0,79306,10246,9533,23,12/29/20,12-2020,2020,12,Midwest
Wisconsin,WI,,2162,2037,0,78297,9639,9258,19,12/22/20,12-2020,2020,12,Midwest
Wisconsin,WI,,2054,1890,0,76566,9566,8822,19,12/15/20,12-2020,2020,12,Midwest
Wisconsin,WI,,1974,1802,0,74524,9395,8131,16,12/8/20,12-2020,2020,12,Midwest
Wisconsin,WI,,1848,1658,0,71952,8458,7222,11,12/1/20,12-2020,2020,12,Midwest
Wyoming,WY,0,0,1,0,0,0,0,0,3/26/20,03-2020,2020,3,West
Wyoming,WY,10,1,1,0,15,0,0,0,4/29/20,04-2020,2020,4,West
Wyoming,WY,10,1,1,0,14,0,0,0,4/22/20,04-2020,2020,4,West
Wyoming,WY,8,1,1,0,14,0,0,0,4/15/20,04-2020,2020,4,West
Wyoming,WY,1,0,1,0,0,0,0,0,4/8/20,04-2020,2020,4,West
Wyoming,WY,1,0,1,0,0,0,0,0,4/1/20,04-2020,2020,4,West
Wyoming,WY,16,1,1,0,30,0,0,0,5/29/20,05-2020,2020,5,West
Wyoming,WY,16,1,1,0,22,0,0,0,5/20/20,05-2020,2020,5,West
Wyoming,WY,14,1,1,0,22,0,0,0,5/14/20,05-2020,2020,5,West
Wyoming,WY,12,1,1,0,19,0,0,0,5/8/20,05-2020,2020,5,West
Wyoming,WY,20,1,1,0,61,0,0,0,6/26/20,06-2020,2020,6,West
Wyoming,WY,20,1,1,0,34,0,0,0,6/17/20,06-2020,2020,6,West
Wyoming,WY,18,1,1,0,34,0,0,0,6/9/20,06-2020,2020,6,West
Wyoming,WY,18,1,1,0,32,0,0,0,6/5/20,06-2020,2020,6,West
Wyoming,WY,380,8,1,0,866,12,0,0,7/22/20,07-2020,2020,7,West
Wyoming,WY,23,1,1,0,121,0,0,0,7/6/20,07-2020,2020,7,West
Wyoming,WY,23,1,1,0,101,0,0,0,7/2/20,07-2020,2020,7,West
Wyoming,WY,1030,29,27,0,1968,101,90,0,8/27/20,08-2020,2020,8,West
Wyoming,WY,714,22,17,0,1898,31,13,0,8/13/20,08-2020,2020,8,West
Wyoming,WY,714,9,17,0,1898,15,13,0,8/3/20,08-2020,2020,8,West
Wyoming,WY,1030,39,34,0,10195,107,107,0,9/25/20,09-2020,2020,9,West
Wyoming,WY,1030,33,33,0,1980,105,98,0,9/15/20,09-2020,2020,9,West
Wyoming,WY,1030,33,30,0,1968,105,98,0,9/2/20,09-2020,2020,9,West
Wyoming,WY,1030,69,47,0,10195,125,108,0,10/29/20,10-2020,2020,10,West
Wyoming,WY,1030,40,38,0,10195,107,107,0,10/2/20,10-2020,2020,10,West
Wyoming,WY,1030,185,154,0,12332,436,403,0,11/30/20,11-2020,2020,11,West
Wyoming,WY,1030,126,96,0,10195,391,304,0,11/17/20,11-2020,2020,11,West
Wyoming,WY,1030,225,213,0,16357,560,455,1,12/29/20,12-2020,2020,12,West
Wyoming,WY,1030,213,194,0,14712,528,443,0,12/18/20,12-2020,2020,12,West
